country,variety,count,avg score,avg price
Italy,Nosiola,7,88.0,28.428571428571427
Italy,Nuragus,3,88.33333333333333,16.0
Italy,Moscato,176,86.79545454545455,20.736486486486488
Italy,Pallagrello,9,87.44444444444444,33.0
Italy,Pallagrello Bianco,5,87.6,31.6
Italy,Pallagrello Nero,4,87.75,45.25
Italy,Passerina,21,85.95238095238095,17.294117647058822
Italy,Nerello Cappuccio,5,89.4,34.2
Italy,Rosé,67,85.86567164179104,15.959183673469388
Italy,Uva di Troia,11,87.54545454545455,25.0
Italy,Ruché,10,87.0,28.0
Italy,Trebbiano,46,87.21739130434783,23.657894736842106
Italy,Trebbiano Spoletino,7,87.71428571428571,22.4
Italy,Trebbiano di Lugana,3,87.66666666666667,29.333333333333332
Italy,Turbiana,134,88.86567164179104,23.78048780487805
Italy,Uvalino,1,88.0,29.0
Italy,Veltliner,4,90.0,29.5
Italy,Verdeca,5,86.2,15.6
Italy,Verdicchio,148,87.72297297297297,21.682758620689654
Italy,Verduzzo,5,90.0,30.0
Italy,Traminer,9,87.11111111111111,16.857142857142858
Italy,Verduzzo Friulano ,3,88.66666666666667,54.333333333333336
Italy,Vermentino Nero,1,88.0,45.0
Italy,Vernaccia,124,87.3225806451613,18.75221238938053
Italy,Vespaiolo,1,92.0,40.0
Italy,Vespolina,2,88.0,25.0
Italy,Viognier,13,87.07692307692308,30.166666666666668
Italy,Vitovska,2,90.5,85.0
Italy,White Blend,725,87.89103448275863,28.10097719869707
Italy,Zibibbo,28,89.5,37.68
Italy,Moscadello,6,90.0,40.0
Italy,Vermentino,141,87.61702127659575,22.88888888888889
Italy,Roviello,2,92.5,28.0
Italy,Torbato,1,91.0,20.0
Italy,Tocai,9,88.66666666666667,22.25
Italy,Sagrantino,95,89.93684210526315,53.6
Italy,Sangiovese,2053,88.82367267413541,49.429789653212055
Italy,Sangiovese Grosso,695,90.56834532374101,65.35661764705883
Italy,Sauvignon,265,88.20377358490566,26.796812749003983
Italy,Sauvignon Blanc,48,87.0,23.204545454545453
Italy,Schiava,21,88.19047619047619,18.952380952380953
Italy,Shiraz,5,87.0,16.75
Italy,Silvaner,1,87.0,
Italy,Sirica,2,92.5,23.0
Italy,Tocai Friulano,7,86.85714285714286,38.2
Italy,Sparkling Blend,324,88.58024691358025,41.011673151750976
Italy,Sylvaner,12,88.75,23.25
Italy,Syrah,129,88.91472868217055,50.097345132743364
Italy,Sémillon,1,86.0,15.0
Italy,Tannat,1,86.0,28.0
Italy,Tempranillo,6,88.66666666666667,31.0
Italy,Teroldego,13,89.92307692307692,32.53846153846154
Italy,Teroldego Rotaliano,1,86.0,15.0
Italy,Timorasso,4,90.75,45.75
Italy,Tintilia ,1,87.0,25.0
Italy,Susumaniello,6,89.66666666666667,30.8
Italy,Montepulciano,179,86.75977653631286,24.771084337349397
Italy,Pinot Nero,161,88.77018633540372,35.05714285714286
Italy,Mondeuse,2,89.5,48.0
Italy,Cannonau,28,87.85714285714286,25.0
Italy,Caprettone,1,92.0,19.0
Italy,Carignano,13,89.92307692307692,36.833333333333336
Italy,Carmenère,1,90.0,40.0
Italy,Carricante,34,89.76470588235294,40.205882352941174
Italy,Casavecchia,3,86.66666666666667,43.0
Italy,Catalanesca,1,89.0,19.0
Italy,Catarratto,28,86.78571428571429,20.16
Italy,Cesanese,1,90.0,20.0
Italy,Canaiolo,3,88.33333333333333,40.666666666666664
Italy,Cesanese d'Affile,5,88.0,21.6
Italy,Chardonnay,311,88.17684887459806,31.766323024054984
Italy,Ciliegiolo,3,87.66666666666667,30.666666666666668
Italy,Cococciola,1,86.0,20.0
Italy,Coda di Volpe,17,85.23529411764706,19.5
Italy,Colorino,1,86.0,40.0
Italy,Cortese,63,86.47619047619048,22.05263157894737
Italy,Corvina,21,88.66666666666667,44.78947368421053
Italy,"Corvina, Rondinella, Molinara",574,88.2212543554007,48.44298245614035
Italy,Dolcetto,121,87.1900826446281,20.045871559633028
Italy,Champagne Blend,10,87.8,24.9
Italy,Durella,8,89.625,32.5
Italy,Cabernet Sauvignon-Shiraz,1,86.0,10.0
Italy,Cabernet Sauvignon,120,89.275,45.324074074074076
Italy,Aglianico,324,89.31481481481481,39.922779922779924
Italy,Albana,21,89.42857142857143,23.944444444444443
Italy,Albanello,1,86.0,20.0
Italy,Albarossa,1,88.0,40.0
Italy,Aleatico,5,86.6,39.75
Italy,Alicante,5,87.4,23.0
Italy,Ansonica,2,86.5,26.0
Italy,Arneis,64,87.109375,20.655172413793103
Italy,Asprinio,3,84.0,15.0
Italy,Cabernet Sauvignon-Merlot,2,92.0,61.5
Italy,Barbera,428,87.8644859813084,25.437689969604865
Italy,Biancolella,1,85.0,26.0
Italy,Bombino Bianco,2,87.0,30.0
Italy,Bombino Nero,1,87.0,11.0
Italy,Bordeaux-style Red Blend,2,89.5,56.5
Italy,Bovale,3,89.33333333333333,30.0
Italy,Brachetto,14,83.71428571428571,17.428571428571427
Italy,Cabernet,6,87.0,13.25
Italy,Cabernet Blend,3,88.33333333333333,46.666666666666664
Italy,Cabernet Franc,28,91.0,86.25
Italy,Biancale,1,85.0,18.0
Italy,Erbaluce,2,88.0,25.5
Italy,Centesimino,1,92.0,36.0
Italy,Favorita,1,90.0,40.0
Italy,Kerner,24,88.83333333333333,23.347826086956523
Italy,Lagrein,65,88.6923076923077,33.20634920634921
Italy,Lambrusco,47,84.68085106382979,15.55
Italy,Lambrusco Grasparossa,17,87.47058823529412,17.8
Italy,Lambrusco Salamino,2,88.0,18.5
Italy,Lambrusco di Sorbara,18,89.5,20.6875
Italy,Magliocco,3,89.33333333333333,30.0
Italy,Malbec,2,89.0,30.0
Italy,Malvar,1,88.0,35.0
Italy,Inzolia,28,86.0,15.04
Italy,Malvasia,27,87.29629629629629,27.541666666666668
Italy,Falanghina,80,87.1875,20.671641791044777
Italy,Malvasia Nera,5,86.8,31.6
Italy,Malvasia di Candia,2,87.0,22.5
Italy,Mantonico,7,87.71428571428571,27.8
Italy,Manzoni,7,86.85714285714286,22.6
Italy,Marzemino,3,86.33333333333333,52.333333333333336
Italy,Merlot,139,89.4748201438849,92.11023622047244
Italy,Merlot-Cabernet,1,86.0,19.0
Italy,Molinara,1,87.0,25.0
Italy,Malvasia Bianca,3,88.0,26.0
Italy,Insolia,27,86.44444444444444,16.681818181818183
Italy,Malvasia Istriana,3,85.33333333333333,18.5
Italy,Grüner Veltliner,5,88.4,24.0
Italy,Fiano,128,88.1953125,27.9009009009009
Italy,Francisa,1,91.0,160.0
Italy,Franconia,1,86.0,16.0
Italy,Frappato,38,87.60526315789474,22.542857142857144
Italy,Freisa,2,86.5,21.0
Italy,Friulano,108,87.92592592592592,24.13
Italy,Gaglioppo,13,86.6923076923077,20.666666666666668
Italy,Garganega,247,87.63157894736842,20.691542288557216
Italy,Gewürztraminer,45,88.42222222222222,30.977272727272727
Italy,Glera,646,87.23065015479877,20.108695652173914
Italy,Gragnano,2,82.5,16.5
Italy,Grecanico,8,87.5,21.5
Italy,Monica,3,87.0,16.666666666666668
Italy,Grechetto,14,86.64285714285714,16.818181818181817
Italy,Greco,104,88.38461538461539,26.604166666666668
Italy,Greco Bianco,5,86.2,16.5
Italy,Grenache,1,90.0,230.0
Italy,Grignolino,2,86.0,17.0
Italy,Grillo,119,86.90756302521008,17.854166666666668
Italy,Groppello,1,87.0,23.0
Italy,Incrocio Manzoni,3,88.0,26.333333333333332
Lebanon,White Blend,9,86.44444444444444,27.444444444444443
Lebanon,Syrah-Cabernet Sauvignon,2,91.0,35.0
Lebanon,Rosé,4,86.75,18.75
Lebanon,Red Blend,15,87.8,34.666666666666664
Lebanon,Chardonnay,1,88.0,30.0
Lebanon,Rhône-style Red Blend,1,91.0,27.0
Luxembourg,Auxerrois,1,90.0,22.0
Luxembourg,Riesling,1,88.0,23.0
Luxembourg,Sparkling Blend,2,88.5,28.0
Luxembourg,White Blend,1,89.0,16.0
Macedonia,Žilavka,1,88.0,15.0
Macedonia,White Blend,1,85.0,15.0
Macedonia,Sauvignon,1,88.0,15.0
Macedonia,Vranec,3,87.33333333333333,17.0
Macedonia,Red Blend,1,86.0,16.0
Macedonia,Pinot Noir,2,85.5,15.0
Macedonia,Chardonnay,1,87.0,15.0
Macedonia,Rkatsiteli,1,88.0,15.0
Mexico,Red Blend,13,87.84615384615384,42.69230769230769
Mexico,White Blend,2,85.5,20.0
Mexico,Tempranillo,2,82.5,24.0
Mexico,Syrah-Mourvèdre,1,91.0,45.0
Mexico,Syrah,1,83.0,35.0
Mexico,Shiraz,1,82.0,23.0
Mexico,Sauvignon Blanc-Chenin Blanc,1,86.0,22.0
Mexico,Sauvignon Blanc,7,84.71428571428571,15.428571428571429
Mexico,Rosé,2,82.5,23.0
Mexico,Rosado,1,86.0,17.0
Mexico,Nebbiolo,6,86.16666666666667,24.333333333333332
Mexico,Petite Sirah,3,84.66666666666667,13.666666666666666
Mexico,Muscatel,1,87.0,19.0
Mexico,Cabernet Blend,1,87.0,20.0
Mexico,Cabernet Franc,1,86.0,39.0
Mexico,Cabernet Sauvignon,8,84.25,33.375
Mexico,Cabernet Sauvignon-Merlot,1,86.0,23.0
Mexico,Bordeaux-style Red Blend,1,88.0,40.0
Mexico,Chenin Blanc,3,83.0,13.333333333333334
Mexico,Cinsault,1,80.0,15.0
Mexico,Grenache,1,85.0,28.0
Mexico,Merlot,1,82.0,30.0
Mexico,Chardonnay,9,83.55555555555556,17.0
Moldova,Pinot Gris,2,86.0,9.0
Moldova,White Blend,6,88.33333333333333,24.5
Moldova,Traminer,2,88.5,13.0
Moldova,Sparkling Blend,1,85.0,13.0
Moldova,Sauvignon Blanc,3,85.66666666666667,13.0
Moldova,Saperavi,1,82.0,13.0
Moldova,Rosé,1,90.0,16.0
Moldova,Red Blend,11,87.81818181818181,22.545454545454547
Moldova,Rara Neagra,2,89.5,17.5
Moldova,Muscat,5,84.6,9.2
Moldova,Riesling,1,90.0,23.0
Moldova,Pinot Grigio,2,86.0,11.5
Moldova,Merlot-Cabernet Sauvignon,1,87.0,16.0
Moldova,Merlot,2,86.5,9.0
Moldova,Feteascǎ Regalǎ,1,87.0,11.0
Moldova,Feteasca Neagra,1,88.0,12.0
Moldova,Feteasca,1,88.0,13.0
Moldova,Chardonnay,2,86.5,20.0
Moldova,Champagne Blend,1,83.0,12.0
Moldova,Cabernet Sauvignon,7,87.57142857142857,12.571428571428571
Moldova,Bordeaux-style Red Blend,2,90.0,35.0
Moldova,Moscato,1,85.0,10.0
Morocco,White Blend,3,86.33333333333333,14.666666666666666
Morocco,Syrah-Grenache,2,88.0,35.0
Morocco,Syrah,4,89.75,17.75
Morocco,Sauvignon Blanc,3,88.0,18.0
Morocco,Cabernet Blend,1,89.0,18.0
Morocco,Chardonnay,3,88.33333333333333,18.0
Morocco,Cabernet Sauvignon Grenache,1,89.0,14.0
Morocco,Red Blend,7,89.71428571428571,18.571428571428573
New Zealand,Pinot Noir,451,88.34146341463415,34.716279069767445
New Zealand,Red Blend,1,89.0,30.0
New Zealand,Riesling,56,87.91071428571429,20.037037037037038
New Zealand,Rosé,5,86.2,16.8
New Zealand,Sauvignon,1,85.0,15.0
New Zealand,Sauvignon Blanc,490,88.03877551020408,18.642561983471076
New Zealand,Semillon-Sauvignon Blanc,1,82.0,14.0
New Zealand,Sparkling Blend,9,87.11111111111111,24.11111111111111
New Zealand,Syrah,40,90.55,44.28947368421053
New Zealand,White Blend,1,90.0,16.0
New Zealand,Pinot Gris,56,87.55357142857143,20.745454545454546
New Zealand,Sauvignon Blanc-Semillon,3,86.0,25.333333333333332
New Zealand,Pinot Grigio,3,87.33333333333333,14.666666666666666
New Zealand,Malbec,1,88.0,18.0
New Zealand,Merlot-Cabernet Franc,1,89.0,39.0
New Zealand,Merlot-Malbec,3,87.33333333333333,20.0
New Zealand,Bordeaux-style Red Blend,25,90.6,48.54545454545455
New Zealand,Cabernet Merlot,2,90.0,25.0
New Zealand,Cabernet Sauvignon,2,87.0,18.0
New Zealand,Cabernet Sauvignon-Merlot,4,90.25,32.0
New Zealand,Chardonnay,101,88.70297029702971,29.871287128712872
New Zealand,Champagne Blend,1,91.0,35.0
New Zealand,Gewürztraminer,3,88.0,21.0
New Zealand,Grüner Veltliner,4,88.5,20.25
New Zealand,Merlot,10,89.3,30.666666666666668
New Zealand,Merlot-Cabernet,1,88.0,29.0
New Zealand,Chenin Blanc,3,89.66666666666667,25.666666666666668
Peru,Sauvignon Blanc,1,84.0,14.0
Peru,White Blend,2,82.5,10.0
Peru,Syrah,1,81.0,14.0
Peru,Sparkling Blend,1,80.0,15.0
Peru,Red Blend,4,84.5,28.75
Peru,Tannat,1,85.0,14.0
Peru,Malbec-Merlot,1,85.0,17.0
Peru,Malbec,2,84.5,14.5
Peru,Chardonnay,1,82.0,14.0
Peru,Cabernet Sauvignon-Syrah,1,84.0,17.0
Peru,Petit Verdot,1,84.0,20.0
Portugal,Sousão,6,88.16666666666667,35.666666666666664
Portugal,Siria,11,87.0909090909091,13.7
Portugal,Shiraz,3,90.33333333333333,13.0
Portugal,Sercial,1,94.0,50.0
Portugal,Sauvignon Blanc,24,86.5,19.0
Portugal,Rosé,224,84.5,11.871794871794872
Portugal,Rosado,1,86.0,13.0
Portugal,Riesling,4,87.5,19.666666666666668
Portugal,Rhône-style Red Blend,3,92.66666666666667,45.0
Portugal,Red Blend,7,88.57142857142857,21.571428571428573
Portugal,Rabigato,2,89.0,34.0
Portugal,Portuguese White,1057,86.91106906338695,15.41878453038674
Portugal,Portuguese Sparkling,60,86.03333333333333,17.304347826086957
Portugal,Portuguese Rosé,15,84.53333333333333,17.0
Portugal,Portuguese Red,2282,88.8387379491674,25.027120315581854
Portugal,Port,571,89.98423817863397,70.23658536585366
Portugal,Pinot Noir,17,88.47058823529412,30.642857142857142
Portugal,Petite Verdot,2,90.5,33.0
Portugal,Petit Verdot,9,89.77777777777777,30.428571428571427
Portugal,Sparkling Blend,8,87.0,23.0
Portugal,Ramisco,1,93.0,495.0
Portugal,Syrah,46,88.52173913043478,29.92105263157895
Portugal,Muscat,2,87.0,8.5
Portugal,Terrantez,1,95.0,236.0
Portugal,White Port,1,86.0,
Portugal,White Blend,8,87.625,21.25
Portugal,Vital,1,90.0,
Portugal,Viosinho,4,88.75,24.5
Portugal,Viognier-Chardonnay,1,88.0,
Portugal,Viognier,13,88.23076923076923,23.90909090909091
Portugal,Vinhão,4,86.25,22.0
Portugal,Verdelho,28,87.21428571428571,25.727272727272727
Portugal,Trincadeira,23,87.69565217391305,20.19047619047619
Portugal,Sémillon,4,89.75,31.0
Portugal,Trajadura,1,86.0,7.0
Portugal,Touriga Nacional Blend,16,88.875,19.833333333333332
Portugal,Touriga Nacional,162,89.07407407407408,28.594202898550726
Portugal,Touriga Franca,6,88.66666666666667,24.833333333333332
Portugal,Tinta Roriz,11,88.0909090909091,29.4
Portugal,Tinta Negra Mole,1,92.0,112.0
Portugal,Tinta Miúda,2,88.0,21.0
Portugal,Tinta Francisca,3,90.33333333333333,50.0
Portugal,Tinta Cao,1,90.0,14.0
Portugal,Tinta Barroca,4,86.75,17.666666666666668
Portugal,Touriga Nacional-Cabernet Sauvignon,27,88.0,13.56
Portugal,Moscatel Roxo,6,89.5,22.0
Portugal,Fernão Pires,34,87.29411764705883,20.928571428571427
Portugal,Moscatel,16,89.375,42.15384615384615
Portugal,Cabernet Sauvignon-Syrah,1,90.0,22.0
Portugal,Cabernet Blend,1,86.0,13.0
Portugal,Bual,7,94.14285714285714,100.0
Portugal,Bordeaux-style Red Blend,5,93.0,41.2
Portugal,Bical,13,86.38461538461539,15.25
Portugal,Bastardo,1,86.0,32.0
Portugal,Baga-Touriga Nacional,2,91.0,40.0
Portugal,Baga,26,90.23076923076923,36.92
Portugal,Azal,3,86.0,13.666666666666666
Portugal,Avesso,6,88.0,16.333333333333332
Portugal,Arinto,70,87.1,16.1
Portugal,Aragonês,9,88.66666666666667,31.166666666666668
Portugal,Aragonez,9,87.33333333333333,21.2
Portugal,Antão Vaz,15,87.8,20.2
Portugal,Alvarinho-Chardonnay,5,87.0,11.25
Portugal,Alvarinho,122,88.78688524590164,19.435643564356436
Portugal,Alvarelhão,1,88.0,24.0
Portugal,Alicante Bouschet,41,89.65853658536585,32.43589743589744
Portugal,Alfrocheiro,14,88.85714285714286,27.928571428571427
Portugal,Castelão,30,87.26666666666667,16.724137931034484
Portugal,Cerceal,3,89.66666666666667,44.666666666666664
Portugal,Cabernet Sauvignon,14,88.0,18.23076923076923
Portugal,Chardonnay,15,87.4,17.466666666666665
Portugal,Merlot-Syrah,1,88.0,24.0
Portugal,Merlot,14,88.14285714285714,19.75
Portugal,Maria Gomes-Bical,1,86.0,25.0
Portugal,Maria Gomes,1,88.0,11.0
Portugal,Malvasia Fina,2,88.0,23.5
Portugal,Malvasia,1,88.0,30.0
Portugal,Cercial,1,88.0,50.0
Portugal,Loureiro-Arinto,1,86.0,10.0
Portugal,Loureiro,28,87.32142857142857,12.869565217391305
Portugal,Jampal,1,88.0,25.0
Portugal,Madeira Blend,2,88.0,49.0
Portugal,Gouveio,2,88.5,22.5
Portugal,Jaen,6,90.0,33.2
Portugal,Chenin Blanc,3,90.33333333333333,19.666666666666668
Portugal,Códega do Larinho,4,87.75,18.0
Portugal,Encruzado,34,89.79411764705883,23.862068965517242
Portugal,Chardonnay-Viognier,1,86.0,20.0
Portugal,Moscatel Graúdo,2,87.5,13.0
Portugal,Gewürztraminer,2,85.0,20.0
Portugal,Gewürztraminer-Riesling,1,82.0,28.0
Portugal,Espadeiro,1,84.0,
Romania,Pinot Gris,2,87.0,14.5
Romania,White Blend,3,85.66666666666667,14.0
Romania,Sauvignon Blanc,12,86.16666666666667,10.583333333333334
Romania,Sauvignon,1,89.0,18.0
Romania,Rosé,1,82.0,9.0
Romania,Riesling,4,84.25,86.25
Romania,Red Blend,7,87.42857142857143,24.428571428571427
Romania,Pinot Noir,14,86.21428571428571,9.285714285714286
Romania,Pinot Grigio,8,86.0,7.5
Romania,Tămâioasă Românească,2,88.0,11.0
Romania,Moscato,4,86.0,7.25
Romania,Merlot,9,86.11111111111111,20.77777777777778
Romania,Gewürztraminer,1,86.0,8.0
Romania,Feteascǎ Regalǎ,4,86.75,9.75
Romania,Feteasca Neagra,5,87.6,14.6
Romania,Feteasca,1,87.0,22.0
Romania,Chardonnay,11,86.18181818181819,10.636363636363637
Romania,Muskat Ottonel,1,88.0,11.0
Romania,Cabernet Sauvignon,12,86.25,10.416666666666666
Serbia,Riesling,2,87.5,21.0
Serbia,Red Blend,2,89.0,41.0
Serbia,Tamjanika,1,88.0,18.0
Serbia,Morava,1,87.0,26.0
Serbia,Blauer Portugieser,1,87.0,16.0
Serbia,Portuguiser,1,86.0,15.0
Slovakia,Riesling,1,87.0,16.0
Slovenia,Refosco,1,86.0,18.0
Slovenia,Ribolla Gialla,7,87.85714285714286,21.714285714285715
Slovenia,Riesling,3,87.33333333333333,28.333333333333332
Slovenia,Rosé,2,87.5,23.5
Slovenia,Zelen,1,88.0,
Slovenia,Sauvignonasse,1,90.0,25.0
Slovenia,Teran,2,89.0,21.5
Slovenia,Traminer,1,85.0,20.0
Slovenia,Vitovska,1,90.0,23.0
Slovenia,White Blend,8,89.125,36.5
Slovenia,Red Blend,3,88.66666666666667,27.333333333333332
Slovenia,Sauvignon Blanc,8,87.375,18.125
Slovenia,Rebula,3,88.0,22.666666666666668
Slovenia,Sauvignon,3,87.33333333333333,24.666666666666668
Slovenia,Pinot Gris,3,88.66666666666667,29.333333333333332
Slovenia,Pinot Noir,6,88.16666666666667,20.0
Slovenia,Bordeaux-style Red Blend,4,89.25,40.25
Slovenia,Cabernet Franc,1,89.0,35.0
Slovenia,Cabernet Sauvignon,3,88.66666666666667,36.333333333333336
Slovenia,Chardonnay,4,88.75,17.666666666666668
Slovenia,Cabernet Sauvignon-Merlot,1,89.0,44.0
Slovenia,Malvasia Istriana,1,87.0,30.0
Slovenia,Merlot,1,89.0,37.0
Slovenia,Merlot-Cabernet Franc,1,90.0,60.0
Slovenia,Moscato,1,87.0,11.0
Slovenia,Pinot Grigio,6,87.66666666666667,11.8
Slovenia,Furmint,1,83.0,20.0
South Africa,Roussanne-Marsanne,1,91.0,
South Africa,Sauvignon Blanc-Semillon,2,90.5,31.0
South Africa,Sauvignon Blanc-Chenin Blanc,2,87.0,13.0
South Africa,Sauvignon Blanc,164,86.92073170731707,15.91194968553459
South Africa,Roussanne,1,93.0,
South Africa,Pinotage,114,87.32456140350877,21.6697247706422
South Africa,Riesling,6,87.66666666666667,18.0
South Africa,Rhône-style Red Blend,11,91.36363636363636,49.625
South Africa,Red Blend,88,88.79545454545455,27.16883116883117
South Africa,Pinotage-Merlot,1,84.0,10.0
South Africa,Semillon-Sauvignon Blanc,2,90.5,30.0
South Africa,Rosé,25,85.72,12.96
South Africa,Shiraz,88,87.85227272727273,28.544303797468356
South Africa,Syrah-Cabernet,1,82.0,10.0
South Africa,Shiraz-Mourvèdre,1,88.0,16.0
South Africa,Sparkling Blend,12,86.41666666666667,25.333333333333332
South Africa,White Blend,37,88.08108108108108,21.37142857142857
South Africa,Syrah,48,89.5625,35.04545454545455
South Africa,Syrah-Cabernet Sauvignon,1,91.0,75.0
South Africa,Syrah-Mourvèdre,1,88.0,13.0
South Africa,Syrah-Viognier,1,89.0,20.0
South Africa,Sémillon,6,90.0,32.333333333333336
South Africa,Tinta Barroca,1,91.0,53.0
South Africa,Viognier,16,87.5,19.866666666666667
South Africa,Viognier-Grenache Blanc,1,87.0,35.0
South Africa,Pinot Noir,27,88.92592592592592,38.1
South Africa,Shiraz-Cabernet Sauvignon,5,87.0,20.75
South Africa,Muscat,2,94.5,70.0
South Africa,Cabernet Sauvignon-Shiraz,4,90.25,18.0
South Africa,Moscato,3,83.66666666666667,7.333333333333333
South Africa,Mourvèdre,1,87.0,13.0
South Africa,Bordeaux-style Red Blend,82,90.4390243902439,50.342465753424655
South Africa,Bordeaux-style White Blend,2,90.5,55.0
South Africa,Cabernet,1,87.0,12.0
South Africa,Cabernet Blend,2,88.0,46.5
South Africa,Cabernet Franc,3,90.0,27.5
South Africa,Cabernet Sauvignon,126,88.14285714285714,23.149122807017545
South Africa,Cabernet Sauvignon-Merlot,10,86.7,18.1
South Africa,Cabernet Sauvignon-Merlot-Shiraz,1,87.0,10.0
South Africa,Champagne Blend,5,87.0,16.75
South Africa,Chardonnay,158,88.39873417721519,22.523809523809526
South Africa,Chardonnay-Viognier,1,87.0,10.0
South Africa,Cabernet Sauvignon-Cabernet Franc,1,87.0,26.0
South Africa,Chenin Blanc-Sauvignon Blanc,6,84.83333333333333,10.5
South Africa,Merlot-Shiraz,1,86.0,18.0
South Africa,Chenin Blanc,166,87.83734939759036,20.135483870967743
South Africa,Merlot-Cabernet Sauvignon,5,87.4,11.75
South Africa,Merlot-Cabernet Franc,1,84.0,
South Africa,Merlot,47,86.44680851063829,18.148936170212767
South Africa,Gewürztraminer,1,89.0,18.0
South Africa,Grenache-Syrah,2,91.0,65.0
South Africa,Fumé Blanc,1,88.0,13.0
South Africa,Clairette,1,90.0,
South Africa,Cinsault,2,90.5,58.0
South Africa,Chenin Blanc-Viognier,1,90.0,35.0
South Africa,G-S-M,2,89.0,43.5
Spain,Sauvignon Blanc-Verdejo,4,84.75,12.25
Spain,Sauvignon,5,85.6,15.2
Spain,Sauvignon Blanc,31,84.29032258064517,13.709677419354838
Spain,Sauvignon Blanc-Chardonnay,2,84.5,12.5
Spain,Sherry,84,89.78571428571429,34.04761904761905
Spain,Syrah-Grenache,6,85.5,16.333333333333332
Spain,Shiraz-Cabernet Sauvignon,2,88.0,36.0
Spain,Shiraz-Tempranillo,2,82.0,8.5
Spain,Sparkling Blend,447,86.74944071588367,19.85972850678733
Spain,Syrah,33,88.60606060606061,31.53125
Spain,Rufete,2,85.5,28.5
Spain,Shiraz,2,87.5,13.5
Spain,Rosé,137,84.67153284671532,12.437037037037037
Spain,Paralleda,1,83.0,11.0
Spain,Riesling,1,82.0,20.0
Spain,Rhône-style Red Blend,2,85.0,15.5
Spain,Red Blend,750,88.12266666666666,35.32118758434548
Spain,Prieto Picudo,14,86.07142857142857,38.285714285714285
Spain,Premsal,1,83.0,15.0
Spain,Pinot Noir,11,87.0,19.818181818181817
Spain,Picapoll,1,82.0,21.0
Spain,Petite Verdot,2,86.5,40.0
Spain,Petit Verdot,9,89.77777777777777,55.22222222222222
Spain,Pedro Ximénez,32,91.0,36.53125
Spain,Parraleta,1,86.0,14.0
Spain,Syrah-Merlot,1,89.0,20.0
Spain,Pansa Blanca,13,85.6923076923077,18.076923076923077
Spain,Palomino,15,89.06666666666666,39.53333333333333
Spain,Rosado,67,84.56716417910448,13.061538461538461
Spain,Syrah-Petit Verdot,1,90.0,35.0
Spain,Tinta del Toro,3,86.33333333333333,23.333333333333332
Spain,Tempranillo,1319,87.49355572403336,31.09761721752498
Spain,Muscat of Alexandria,1,91.0,26.0
Spain,White Blend,270,86.02962962962962,19.582706766917294
Spain,Viura-Verdejo,2,84.5,12.0
Spain,Viura-Chardonnay,13,84.6923076923077,10.76923076923077
Spain,Viura,102,85.1470588235294,15.1
Spain,Vidadillo,1,89.0,24.0
Spain,Verdosilla,1,84.0,17.0
Spain,Verdil,1,86.0,18.0
Spain,Verdejo-Viura,19,85.57894736842105,11.0
Spain,Verdejo-Sauvignon Blanc,5,85.0,9.8
Spain,Verdejo,262,86.28625954198473,16.134615384615383
Spain,Trepat,9,87.55555555555556,21.0
Spain,Treixadura,2,87.5,16.5
Spain,Syrah-Tempranillo,1,87.0,15.0
Spain,Touriga Nacional Blend,1,90.0,144.0
Spain,Tinto Velasco,1,85.0,9.0
Spain,Xarel-lo,19,85.73684210526316,16.31578947368421
Spain,Tinto Fino,92,89.95652173913044,66.20652173913044
Spain,Tinta del Pais,2,95.0,47.5
Spain,Tinta de Toro,158,89.57594936708861,46.33757961783439
Spain,Tinta Fina,10,88.1,30.3
Spain,Tempranillo-Syrah,1,82.0,12.0
Spain,Tempranillo-Shiraz,7,84.28571428571429,14.142857142857142
Spain,Tempranillo-Merlot,7,85.28571428571429,19.428571428571427
Spain,Tempranillo-Garnacha,28,84.92857142857143,11.214285714285714
Spain,Tempranillo-Cabernet Sauvignon,46,86.21739130434783,41.34782608695652
Spain,Tempranillo Blend,548,88.2992700729927,36.37200736648251
Spain,Tempranillo Blanco,9,83.66666666666667,29.11111111111111
Spain,Tinto del Pais,16,87.6875,38.1875
Spain,Muscat,8,87.125,17.625
Spain,Carignan,9,93.33333333333333,182.55555555555554
Spain,Moscatel de Alejandría,3,85.33333333333333,18.666666666666668
Spain,Garnacha-Cabernet,1,85.0,13.0
Spain,Garnacha Tintorera,8,87.125,16.75
Spain,Garnacha Blend,2,87.5,19.0
Spain,Garnacha Blanca,31,85.93548387096774,18.419354838709676
Spain,Garnacha,296,85.80743243243244,22.0135593220339
Spain,Forcallà,1,83.0,27.0
Spain,Chardonnay-Sauvignon Blanc,1,87.0,12.0
Spain,Chardonnay,69,84.7536231884058,18.666666666666668
Spain,Champagne Blend,13,83.84615384615384,10.76923076923077
Spain,Cariñena-Garnacha,2,89.5,31.0
Spain,Carineña,5,86.2,22.2
Spain,Carignan-Grenache,5,89.2,34.2
Spain,Cabernet Sauvignon-Tempranillo,11,86.0909090909091,14.545454545454545
Spain,Garnacha-Cariñena,1,93.0,57.0
Spain,Cabernet Sauvignon-Syrah,2,89.5,31.5
Spain,Cabernet Sauvignon-Merlot,8,88.625,16.875
Spain,Cabernet Sauvignon-Cabernet Franc,1,89.0,30.0
Spain,Cabernet Sauvignon,49,87.20408163265306,32.604166666666664
Spain,Cabernet Franc,1,86.0,28.0
